1.000000000	1.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
0.951612890	0.886075974	0.000000000	0.000000000	0.008064508	0.021924678	0.000000000	0.000000000
0.965879261	0.966244698	0.000000000	0.000000000	0.004546063	0.014616440	0.000000000	0.000000000
0.800524950	0.793248951	0.000000000	0.000000000	0.053597324	0.051157601	0.000000000	0.000000000
0.860892355	0.970464170	0.000000000	0.000000000	0.018184252	0.019335747	0.000000000	0.000000000
0.811023533	0.772151887	0.000000000	0.000000000	0.102362193	0.110351861	0.000000000	0.000000000
1.000000000	0.967741907	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
0.847769022	0.839662373	0.000000000	0.000000000	0.004546063	0.019335778	0.000000000	0.000000000
0.320209980	0.223628700	0.000000000	0.000000000	0.091261625	0.084282637	0.000000000	0.000000000
0.934959352	0.914728642	0.000000000	0.000000000	0.014081701	0.035523828	0.000000000	0.000000000
0.900262535	0.890295327	0.000000000	0.000000000	0.145474076	0.190014005	0.000000000	0.000000000
0.836065590	0.830687821	0.000000000	0.000000000	0.000000000	0.018328579	0.000000000	0.000000000
0.841530085	0.820105851	0.000000000	0.000000000	0.009464747	0.024246430	0.000000000	0.000000000
