1.000000000	1.000000000	0.000307500	0.000320132	0.578431368	0.000000000	0.000000000	0.000036782	0.000036096	0.044927198
1.000000000	1.000000000	0.000307500	0.000320132	0.578431368	0.000000000	0.000000000	0.000036782	0.000036096	0.044927198
0.451612860	0.430379748	0.000006572	0.000007378	0.393939406	0.000000000	0.000000000	0.000005375	0.000006413	0.052486390
0.661417305	0.708860695	0.000108126	0.000098163	0.604651153	0.000000000	0.000000000	0.000007829	0.000007544	0.116279066
0.740157425	0.746835470	0.000007421	0.000007087	0.317460299	0.000000000	0.000000000	0.000001087	0.000001099	0.153536037
0.456692904	0.430379748	0.000087932	0.000095436	0.370370388	0.000000000	0.000000000	0.000045452	0.000053810	0.089810036
0.488188982	0.518987358	0.000065310	0.000066078	0.288888901	0.000000000	0.000000000	0.000002698	0.000002716	0.038490016
0.804597676	0.731182754	0.000208065	0.000227121	0.353535384	0.110846587	0.113286585	0.000010116	0.000010822	0.034990925
0.795275509	0.835443020	0.000137615	0.000139124	0.494623661	0.000000000	0.000000000	0.000009729	0.000009936	0.074496806
0.288713932	0.375527412	0.000555266	0.000552068	0.397435904	0.004546063	0.069716081	0.000074066	0.000072757	0.040032033
0.414634138	0.209302321	0.000051962	0.000048967	0.507936537	0.000000000	0.000000000	0.000060500	0.000055442	0.096225038
0.732283413	0.670886099	0.000071468	0.000074487	0.418604642	0.000000000	0.000000000	0.000013505	0.000013504	0.141459584
0.672131121	0.634920657	0.000003105	0.000003092	0.470588237	0.000000000	0.000000000	0.000000645	0.000000602	0.077816211
