1.000000000	1.000000000	0.000266744	0.000294516	0.500000000	0.000000000	0.000000000	0.000097134	0.000109906	0.069046348
1.000000000	1.000000000	0.000266744	0.000294516	0.500000000	0.000000000	0.000000000	0.000097134	0.000109906	0.069046348
0.451612890	0.430379748	0.000002690	0.000002724	0.333333343	0.000000000	0.000000000	0.000001955	0.000001950	0.070272826
0.952755928	0.974683523	0.000197864	0.000190843	0.790697694	0.006482479	0.000000000	0.000031253	0.000031882	0.138258591
0.740157485	0.746835470	0.000004146	0.000004100	0.357142866	0.000000000	0.000000000	0.000059955	0.000058249	0.121955231
0.858267725	0.974683523	0.000268191	0.000284910	0.488888890	0.024396759	0.046240568	0.000048127	0.000054546	0.100724407
0.850393713	0.835443020	0.000155255	0.000155902	0.355555564	0.026817946	0.033330657	0.000020609	0.000020937	0.083837986
1.000000000	0.935483873	0.000202023	0.000224730	0.454545468	0.109104633	0.098842882	0.000035460	0.000041320	0.071424931
0.842519701	0.822784781	0.000125171	0.000123287	0.548387110	0.011883726	0.008950712	0.000022334	0.000022057	0.083289959
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0.878048778	0.860465109	0.000075553	0.000074618	0.500000000	0.084333666	0.138692543	0.000054058	0.000049166	0.103357591
0.834645689	0.759493649	0.000155377	0.000157044	0.604651153	0.020733260	0.025630960	0.000036906	0.000036006	0.091361120
0.672131121	0.634920657	0.000069103	0.000071876	0.352941185	0.000000000	0.000000000	0.000006602	0.000007276	0.048129164
