1.000000000	1.000000000	0.000217381	0.000237480	0.568627417	0.000000000	0.000000000	0.000092532	0.000108734	0.118866242
1.000000000	1.000000000	0.000217381	0.000237480	0.568627417	0.000000000	0.000000000	0.000092532	0.000108734	0.118866242
0.451612860	0.430379748	0.000002694	0.000002760	0.424242407	0.000000000	0.000000000	0.000000180	0.000000212	0.080174267
0.952755928	0.974683523	0.000199302	0.000193591	0.813953578	0.000000000	0.000000000	0.000013636	0.000014975	0.040280238
0.740157425	0.746835470	0.000067302	0.000065583	0.357142836	0.000000000	0.000000000	0.000058091	0.000056184	0.061858945
0.824146986	0.919831276	0.000230888	0.000248646	0.548148155	0.035505917	0.064956978	0.000032532	0.000031631	0.102640063
0.839895010	0.852320671	0.000132124	0.000132549	0.437037021	0.018184252	0.014616475	0.000021229	0.000021555	0.105018139
0.954023063	0.870967686	0.000220337	0.000248481	0.414141417	0.039817248	0.055872623	0.000017647	0.000024159	0.069981851
0.826771677	0.805907190	0.000145906	0.000144474	0.569892466	0.013638189	0.014616440	0.000018151	0.000018456	0.037248403
0.503937006	0.459915638	0.000751944	0.000746989	0.538461506	0.049173202	0.052700415	0.000223227	0.000211439	0.082153879
0.796747983	0.751938045	0.000124942	0.000115827	0.476190478	0.070408568	0.104866266	0.000060594	0.000052557	0.109108955
0.829396307	0.746835411	0.000117300	0.000118796	0.627906978	0.004546063	0.021924678	0.000043193	0.000043489	0.106571518
0.672131121	0.634920657	0.000066775	0.000069442	0.431372553	0.000000000	0.000000000	0.000004810	0.000004099	0.061225466
