1.000000000	1.000000000	0.000557597	0.000557812	0.000000000	0.000000000	0.000011092	0.000011370
0.965053797	0.886075974	0.000683235	0.000684822	0.012318766	0.000000000	0.000037120	0.000039281
0.968503952	0.962025344	0.000591510	0.000590285	0.007874012	0.012658209	0.000027581	0.000027457
0.740157425	0.746835470	0.000655562	0.000655547	0.000000000	0.000000000	0.000006599	0.000006600
0.876640379	0.991561174	0.000754057	0.000753336	0.004546063	0.007308237	0.000014714	0.000014088
0.881889760	0.894514740	0.000763926	0.000766357	0.040914565	0.019335747	0.000043428	0.000044613
0.758620679	0.645161271	0.000703049	0.000718447	0.000000000	0.000000000	0.000064940	0.000080454
0.818897665	0.827004194	0.000584898	0.000584484	0.000000000	0.007308237	0.000016351	0.000016315
0.572178423	0.481012672	0.001934455	0.001944235	0.022730349	0.058007304	0.000485659	0.000481995
0.796747983	0.852713168	0.000693614	0.000686288	0.225307420	0.093987264	0.000035006	0.000029212
0.934383214	0.843881845	0.000698052	0.000698946	0.022730349	0.057079099	0.000032986	0.000033927
0.852459013	0.841269791	0.000576861	0.000575902	0.000000000	0.000000000	0.000016506	0.000015495
0.879781425	0.835978806	0.000678511	0.000678422	0.009464782	0.024246430	0.000024655	0.000024359
